weapon,skin,wear,float,pattern,stattrak,price,phase,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
AK-47,Case Hardened,Field-Tested,0.2520758807659149,778,0,656.63,,36.34,,,3.11,,,4,1055.9,263.975,538.04,1.6080593332622637,Sticker | Cloud9 (Holo) | DreamHack 2014,538.04,Sticker | Cloud9 (Holo) | Cologne 2014,102.41,Sticker | Cloud9 (Holo) | Cologne 2014,102.41,Sticker | Cloud9 G2A (Holo) | Katowice 2015,313.04,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2610388344562116,778,0,241.49,,36.34,,,3.11,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.24859913360598623,778,0,245.09,,36.34,,,3.11,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3125281929969787,451,0,336.8,,45.17,,,1.31,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2507591545581817,77,0,216.81,,19.8,,,0.91,,,2,11.08,5.54,11.07,0.0511046538443798,Sticker | XANTARES | Austin 2025,0.01,Sticker | Global Elite (Foil),11.07,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.24862415724619505,77,0,211.27,,19.8,,,0.91,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.25024400618668946,77,0,207.73,,19.8,,,0.91,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2687982320785522,842,0,365.89,,39.84,,,32.2,,,5,155.11,31.022,74.15,0.4239252234278062,Sticker | Miami Tier6 (Holo),32.27,Sticker | Cotton Candy Flow (Holo),74.15,Sticker | Cloud9 G2A (Foil) | Cologne 2015,32.03,Sticker | jL (Foil) | Austin 2025,0.57,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.26508132984011906,842,0,247.74,,39.84,,,32.2,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.26413690505730675,842,0,266.2,,39.84,,,32.2,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2307674884796142,256,0,430.0,,17.29,,,33.62,,,5,4.89,0.978,1.66,0.0113720930232558,Sticker | Cloud9 (Glitter) | Antwerp 2022,0.89,Sticker | GamerLegion (Holo) | Paris 2023,1.66,Sticker | Cloud9 (Glitter) | Antwerp 2022,0.89,Sticker | Cloud9 (Glitter) | Antwerp 2022,0.89,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.23281582772268242,256,0,419.98,,17.29,,,33.62,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.23656560811432595,256,0,406.65,,17.29,,,33.62,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3020439445972442,321,0,8162.0,,0.49,,,72.77,,,5,8.21,1.642,4.25,0.0010058809115412,Sticker | Kawaii Eyes (Glitter),0.99,Sticker | Kawaii Eyes (Glitter),0.99,Sticker | Kawaii Eyes (Glitter),0.99,Sticker | Kawaii Eyes (Glitter),0.99,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.29712176635569193,321,0,7933.73,,0.49,,,72.77,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.31175123584060865,321,0,8321.85,,0.49,,,72.77,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1689642369747162,996,0,850.0,,4.48,,,47.75,,,2,26.43,13.215,14.62,0.0310941176470588,Sticker | Health (Gold),11.81,Sticker | ViCi Gaming (Foil) | Katowice 2019,14.62,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.17131995570248726,996,0,783.56,,4.48,,,47.75,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.16265043701651333,996,0,835.54,,4.48,,,47.75,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2673740684986114,333,0,300.98,,6.19,,,25.19,,,4,36.14,9.035,14.05,0.1200744235497375,Sticker | Coiled Strike (Holo),4.02,Sticker | Coiled Strike (Holo),4.02,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.26496845502824473,333,0,280.12,,6.19,,,25.19,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.27266855288144654,333,0,267.3,,6.19,,,25.19,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2009324729442596,676,0,300.45,,1.86,,,3.88,,,3,78.12,26.040000000000003,26.04,0.2600099850224663,Sticker | Counter Logic Gaming | Katowice 2015,26.04,Sticker | Counter Logic Gaming | Katowice 2015,26.04,Sticker | Counter Logic Gaming | Katowice 2015,26.04,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.205922772495025,676,0,249.79,,1.86,,,3.88,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.200152089438289,676,0,241.85,,1.86,,,3.88,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3003662824630737,809,0,2032.39,,4.22,,,32.38,,,4,102.39,25.5975,75.28,0.0503791103085529,Sticker | ZywOo | Austin 2025,0.03,Sticker | ESL (Foil) | Cologne 2015,13.44,Sticker | ESL One | Katowice 2015,13.64,Sticker | Titan | Cologne 2014,75.28,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3087395747642996,809,0,1886.28,,4.22,,,32.38,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3080974407363992,809,0,1857.04,,4.22,,,32.38,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1645131856203079,978,0,950.0,,22.52,,,52.1,,,4,81.57,20.3925,41.91,0.0858631578947368,Sticker | Luminosity Gaming | MLG Columbus 2016,13.22,Sticker | Luminosity Gaming | MLG Columbus 2016,13.22,Sticker | Luminosity Gaming | MLG Columbus 2016,13.22,Sticker | coldzera (Foil) | MLG Columbus 2016,41.91,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.16748214903206082,978,0,899.62,,22.52,,,52.1,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.16680531000535642,978,0,874.49,,22.52,,,52.1,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1994471251964569,867,0,399.99,,55.5,,,3.6,,,3,17.86,5.953333333333333,17.82,0.0446511162779069,Sticker | adamS | Copenhagen 2024,0.02,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,Sticker | adamS | Copenhagen 2024,0.02,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.20179406719497062,867,0,369.56,,55.5,,,3.6,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1937585394030613,867,0,374.08,,55.5,,,3.6,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2049628049135208,698,0,900.0,,1.73,,,48.06,,,3,516.6,172.20000000000002,172.2,0.5740000000000001,Sticker | Titan (Foil) | Cologne 2015,172.2,Sticker | Titan (Foil) | Cologne 2015,172.2,Sticker | Titan (Foil) | Cologne 2015,172.2,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2069183917261216,698,0,568.47,,1.73,,,48.06,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1998523217632376,698,0,593.68,,1.73,,,48.06,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1751126199960708,548,0,235.0,,4.11,,,1.38,,,1,0.79,0.79,0.79,0.0033617021276595,Sticker | Drug War Veteran,0.79,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.17259105680193526,548,0,232.95,,4.11,,,1.38,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1733066415270507,548,0,226.76,,4.11,,,1.38,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3230674862861633,780,0,303.99,,32.49,,,1.27,,,4,532.32,133.08,133.08,1.7511102338892728,Sticker | Team Liquid (Holo) | Atlanta 2017,133.08,Sticker | Team Liquid (Holo) | Atlanta 2017,133.08,Sticker | Team Liquid (Holo) | Atlanta 2017,133.08,Sticker | Team Liquid (Holo) | Atlanta 2017,133.08,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.32770002659476793,780,0,109.93,,32.49,,,1.27,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.31339262848401767,780,0,115.62,,32.49,,,1.27,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3378852903842926,562,0,220.83,,4.03,,,0.0,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2575543820858001,271,0,243.41,,0.22,,,14.07,,,5,37.67,7.534000000000001,28.19,0.1547594593484244,Sticker | JUST (Holo) | Copenhagen 2024,2.37,Sticker | JUST (Holo) | Copenhagen 2024,2.37,Sticker | JUST (Holo) | Copenhagen 2024,2.37,Sticker | JUST (Holo) | Copenhagen 2024,2.37,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.26386965431770837,271,0,215.5,,0.22,,,14.07,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2649362194961707,271,0,219.36,,0.22,,,14.07,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3237576186656952,679,0,666.0,,10.3,,,2.14,,,3,2589.81,863.27,2565.37,3.8886036036036034,Sticker | Taste Buddy (Holo),5.64,Sticker | Pimp | Atlanta 2017,18.8,Sticker | Harp of War (Holo),2565.37,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.32050741279338396,679,0,137.75,,10.3,,,2.14,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.32593377484980707,679,0,133.07,,10.3,,,2.14,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1711471974849701,279,0,257.91,,3.47,,,0.0,,,5,13.05,2.6100000000000003,5.65,0.0505990461788996,Sticker | flamie (Foil) | Katowice 2019,2.09,Sticker | tabseN (Foil) | Katowice 2019,2.16,Sticker | Fnatic (Holo) | Katowice 2019,5.65,Sticker | malta (Foil) | Katowice 2019,2.86,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.16558624251391144,279,0,236.01,,3.47,,,0.0,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.17433348140329916,279,0,252.38,,3.47,,,0.0,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2280665934085846,548,0,1813.09,,4.11,,,1.38,,,4,5007.52,1251.88,1251.88,2.761870618667579,Sticker | Team Dignitas (Holo) | Cologne 2014,1251.88,Sticker | Team Dignitas (Holo) | Cologne 2014,1251.88,Sticker | Team Dignitas (Holo) | Cologne 2014,1251.88,Sticker | Team Dignitas (Holo) | Cologne 2014,1251.88,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.23328565299892468,548,0,473.11,,4.11,,,1.38,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.22217179041788865,548,0,479.73,,4.11,,,1.38,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2181762903928756,799,0,321.94,,5.16,,,5.27,,,1,2.94,2.94,2.94,0.0091321364229359,Sticker | Blue Gem (Glitter),2.94,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2191125595976858,799,0,332.4,,5.16,,,5.27,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.22567275347835666,799,0,332.3,,5.16,,,5.27,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3694321513175964,968,0,242.57,,1.9,,,9.62,,,1,11.07,11.07,11.07,0.0456363111679102,Sticker | Global Elite (Foil),11.07,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.376437399020316,968,0,242.76,,1.9,,,9.62,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.36874215126097754,968,0,221.49,,1.9,,,9.62,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2232953906059265,976,0,277.95,,16.7,,,0.59,,,4,95.32,23.83,23.83,0.3429393775858967,Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,23.83,Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,23.83,Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,23.83,Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,23.83,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2149666312488961,976,0,204.7,,16.7,,,0.59,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.21844913243138647,976,0,200.14,,16.7,,,0.59,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.221197098493576,555,0,3300.0,,1.67,,,53.06,,,1,436.69,436.69,436.69,0.132330303030303,Sticker | Crown (Foil),436.69,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.23026117398374896,555,0,2825.58,,1.67,,,53.06,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.23038468393988062,555,0,2990.36,,1.67,,,53.06,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.313129186630249,209,0,792.95,,14.04,,,37.23,,,4,361.52,90.38,90.38,0.4559177753956743,Sticker | Titan | Katowice 2015,90.38,Sticker | Titan | Katowice 2015,90.38,Sticker | Titan | Katowice 2015,90.38,Sticker | Titan | Katowice 2015,90.38,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3159481000727535,209,0,554.23,,14.04,,,37.23,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3097586731034315,209,0,552.61,,14.04,,,37.23,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3257755935192108,68,0,258.51,,1.81,,,16.91,,,2,7.06,3.53,7.0,0.0273103554988201,Sticker | Team Liquid | MLG Columbus 2016,7.0,Sticker | Bolt Energy,0.06,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3195094358848361,68,0,262.65,,1.81,,,16.91,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.32181146031842267,68,0,245.48,,1.81,,,16.91,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2071832120418548,627,0,522.99,,0.09,,,39.72,,,4,139.7,34.925,124.4,0.2671179181246295,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | iBUYPOWER | Cologne 2014,124.4,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.21140646800573795,627,0,419.2,,0.09,,,39.72,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2062091904087209,627,0,418.21,,0.09,,,39.72,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3424476385116577,238,0,215.94,,11.38,,,13.36,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2554475367069244,402,0,203.98,,19.39,,,0.01,,,4,26.88,6.72,6.72,0.1317776252573781,Sticker | Virtus.Pro (Holo) | Stockholm 2021,6.72,Sticker | Virtus.Pro (Holo) | Stockholm 2021,6.72,Sticker | Virtus.Pro (Holo) | Stockholm 2021,6.72,Sticker | Virtus.Pro (Holo) | Stockholm 2021,6.72,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2486373981421415,402,0,183.35,,19.39,,,0.01,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.25085975061082827,402,0,176.14,,19.39,,,0.01,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3240220844745636,224,0,562.08,,13.82,,,6.81,,,5,14.7,2.94,2.94,0.0261528608027327,Sticker | Blue Gem (Glitter),2.94,Sticker | Blue Gem (Glitter),2.94,Sticker | Blue Gem (Glitter),2.94,Sticker | Blue Gem (Glitter),2.94,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3172656831734393,224,0,538.57,,13.82,,,6.81,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.32064710568079013,224,0,545.24,,13.82,,,6.81,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1968972533941269,812,0,350.0,,0.66,,,2.84,,,1,604.27,604.27,604.27,1.7264857142857142,Sticker | Ninjas in Pyjamas | Katowice 2014,604.27,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1907056434874539,812,0,124.43,,0.66,,,2.84,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.19773202482739147,812,0,123.61,,0.66,,,2.84,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3403420150279999,981,0,449.12,,11.49,,,0.03,,,4,688.8,172.2,172.2,1.5336658354114712,Sticker | Titan (Foil) | Cologne 2015,172.2,Sticker | Titan (Foil) | Cologne 2015,172.2,Sticker | Titan (Foil) | Cologne 2015,172.2,Sticker | Titan (Foil) | Cologne 2015,172.2,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3441199551877766,981,0,185.13,,11.49,,,0.03,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.3388779274612874,981,0,184.37,,11.49,,,0.03,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1971660256385803,314,0,309.87,,41.71,,,0.93,,,4,16.16,4.04,4.6,0.0521509019911575,Sticker | Runtime (Holo),4.6,Sticker | Runtime (Holo),4.6,Sticker | Runtime (Holo),4.6,Sticker | Infinite Triangle (Holo),2.36,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.18913235746109758,314,0,281.05,,41.71,,,0.93,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2015934031888571,314,0,302.2,,41.71,,,0.93,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1829539835453033,800,0,325.0,,0.69,,,9.57,,,5,61.16,12.232,29.41,0.1881846153846153,Sticker | KOI (Holo) | Copenhagen 2024,29.41,Sticker | KOI (Holo) | Copenhagen 2024,29.41,Sticker | Froggles (Holo),0.78,Sticker | Froggles (Holo),0.78,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.18981514836461832,800,0,261.4,,0.69,,,9.57,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1884921246444399,800,0,270.15,,0.69,,,9.57,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.2053048610687255,790,0,324.27,,24.6,,,25.83,,,3,79.05,26.35,74.18,0.2437783328707558,Sticker | OG (Gold) | Paris 2023,0.92,Sticker | Cloud9 G2A | Cologne 2015,3.95,Sticker | Team Dignitas | Cologne 2014,74.18,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.20137161372236947,790,0,252.19,,24.6,,,25.83,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.21522517617077605,790,0,249.34,,24.6,,,25.83,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1900540739297866,713,0,657.07,,1.51,,,44.24,,,1,131.62,131.62,131.62,0.2003135130199217,Sticker | MLG (Foil) | MLG Columbus 2016,131.62,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.19659423422194658,713,0,555.05,,1.51,,,44.24,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.19475568281502395,713,0,559.01,,1.51,,,44.24,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1764393746852874,224,0,546.56,,13.82,,,6.81,,,4,21.76,5.44,5.44,0.0398126463700234,Sticker | Eternal Fire (Gold) | Antwerp 2022,5.44,Sticker | Eternal Fire (Gold) | Antwerp 2022,5.44,Sticker | Eternal Fire (Gold) | Antwerp 2022,5.44,Sticker | Eternal Fire (Gold) | Antwerp 2022,5.44,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.18360806438675104,224,0,509.01,,13.82,,,6.81,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
AK-47,Case Hardened,Field-Tested,0.1664558670219811,224,0,530.81,,13.82,,,6.81,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Field-Tested)
