weapon,skin,wear,float,pattern,stattrak,price,phase,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
AK-47,Ice Coaled,Battle-Scarred,0.4602411091327667,708,1,15.12,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
AK-47,Ice Coaled,Battle-Scarred,0.5719184279441833,661,1,15.9,,4,20.4,5.1,5.1,1.2830188679245282,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
AK-47,Ice Coaled,Battle-Scarred,0.7697708606719971,218,1,68.12,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
AK-47,Ice Coaled,Battle-Scarred,0.4759173393249511,404,1,100.0,,2,0.07,0.035,0.05,0.0007,Sticker | Lock In,0.02,Sticker | Separate Pixels,0.05,,0.0,,0.0,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
AK-47,Ice Coaled,Battle-Scarred,0.7697699666023254,174,1,40.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
AK-47,Ice Coaled,Battle-Scarred,0.6934017539024353,972,1,18.88,,3,3.3,1.1,1.37,0.1747881355932203,Sticker | Rush 4x20 (Holo),1.37,Sticker | OG (Holo) | Rio 2022,0.89,Sticker | REZ (Holo) | Stockholm 2021,1.04,,0.0,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
AK-47,Ice Coaled,Battle-Scarred,0.7260596752166748,125,1,19.99,,4,20.4,5.1,5.1,1.0205102551275638,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,StatTrak™ AK-47 | Ice Coaled (Battle-Scarred)
AK-47,Redline,Minimal Wear,0.1432647854089737,55,0,219.22,,5,2.44,0.488,0.5,0.0111303713164857,Sticker | MOUZ (Glitter) | Copenhagen 2024,0.44,Sticker | Astralis (Holo) | 2020 RMR,0.5,Sticker | Astralis (Holo) | 2020 RMR,0.5,Sticker | Astralis (Holo) | 2020 RMR,0.5,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.107506588101387,341,0,404.97,,5,25.79,5.158,6.24,0.063683729658987,Sticker | Leaving The Station (Holo),6.24,Sticker | High Heat,0.83,Sticker | Leaving The Station (Holo),6.24,Sticker | Leaving The Station (Holo),6.24,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1476176679134369,247,0,1605.0,,4,2749.0,687.25,687.25,1.712772585669782,Sticker | Natus Vincere (Holo) | Katowice 2015,687.25,Sticker | Natus Vincere (Holo) | Katowice 2015,687.25,Sticker | Natus Vincere (Holo) | Katowice 2015,687.25,Sticker | Natus Vincere (Holo) | Katowice 2015,687.25,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1393967717885971,104,0,230.08,,5,10.18,2.036,2.5,0.0442454798331015,Sticker | Gambit Gaming | Atlanta 2017,2.5,Sticker | Gambit Gaming | Atlanta 2017,2.5,Sticker | Gambit Gaming | Atlanta 2017,2.5,Sticker | Gambit Gaming | Atlanta 2017,2.5,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1191309690475463,345,0,535.0,,4,647.29,161.8225,436.69,1.2098878504672896,Sticker | FaZe Clan (Holo) | Atlanta 2017,70.2,Sticker | FaZe Clan (Holo) | Atlanta 2017,70.2,Sticker | FaZe Clan (Holo) | Atlanta 2017,70.2,Sticker | Crown (Foil),436.69,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1027672216296196,682,0,635.21,,5,395.23,79.046,98.8,0.6222036806725335,Sticker | ScreaM (Foil) | MLG Columbus 2016,98.8,Sticker | donk (Champion) | Shanghai 2024,0.03,Sticker | ScreaM (Foil) | MLG Columbus 2016,98.8,Sticker | ScreaM (Foil) | MLG Columbus 2016,98.8,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1018316894769668,157,0,640.0,,4,727.64,181.91,181.91,1.1369375,Sticker | Cloud9 (Foil) | Boston 2018,181.91,Sticker | Cloud9 (Foil) | Boston 2018,181.91,Sticker | Cloud9 (Foil) | Boston 2018,181.91,Sticker | Cloud9 (Foil) | Boston 2018,181.91,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1189098954200744,184,0,390.0,,5,56.62,11.324,14.05,0.1451794871794871,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | NiKo (Glitter) | Shanghai 2024,0.42,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1416818052530288,645,0,295.0,,4,246.08,61.52,61.52,0.8341694915254237,Sticker | Astralis (Holo) | Atlanta 2017,61.52,Sticker | Astralis (Holo) | Atlanta 2017,61.52,Sticker | Astralis (Holo) | Atlanta 2017,61.52,Sticker | Astralis (Holo) | Atlanta 2017,61.52,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1262904405593872,721,0,1272.09,,4,1369.86,342.465,966.52,1.0768577694974413,Sticker | LGB eSports | Katowice 2015,140.59,Sticker | LGB eSports | Katowice 2015,140.59,Sticker | LGB eSports | Katowice 2014,966.52,Sticker | ESL One Cologne 2014 (Red),122.16,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1089449748396873,918,0,600.0,,4,1406.68,351.67,687.25,2.344466666666667,Sticker | HellRaisers (Holo) | Katowice 2015,221.34,Sticker | Natus Vincere (Holo) | Katowice 2015,687.25,Sticker | Virtus.pro (Holo) | Katowice 2015,322.33,Sticker | Fnatic (Holo) | Katowice 2015,175.76,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1403867155313491,46,0,219.94,,4,15.28,3.82,3.82,0.0694734927707556,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred,3.82,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1366498470306396,881,0,224.8,,1,0.24,0.24,0.24,0.0010676156583629,"Sticker | Hi, My Game Is",0.24,,0.0,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.149025559425354,681,0,500.0,,4,526.48,131.62,131.62,1.05296,Sticker | MLG (Foil) | MLG Columbus 2016,131.62,Sticker | MLG (Foil) | MLG Columbus 2016,131.62,Sticker | MLG (Foil) | MLG Columbus 2016,131.62,Sticker | MLG (Foil) | MLG Columbus 2016,131.62,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1476941853761673,347,0,224.11,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1398244202136993,601,0,390.0,,4,389.8,97.45,97.45,0.9994871794871796,Sticker | mousesports (Holo) | Atlanta 2017,97.45,Sticker | mousesports (Holo) | Atlanta 2017,97.45,Sticker | mousesports (Holo) | Atlanta 2017,97.45,Sticker | mousesports (Holo) | Atlanta 2017,97.45,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1315061002969741,366,0,950.0,,4,1128.76,282.19,282.19,1.1881684210526315,Sticker | iBUYPOWER | DreamHack 2014,282.19,Sticker | iBUYPOWER | DreamHack 2014,282.19,Sticker | iBUYPOWER | DreamHack 2014,282.19,Sticker | iBUYPOWER | DreamHack 2014,282.19,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1353831142187118,193,0,230.8,,4,40.82,10.205,15.71,0.1768630849220104,Sticker | Cloud9 | Cologne 2014,15.71,Sticker | Virtus.Pro | Cologne 2014,8.36,Sticker | Ninjas in Pyjamas | Cologne 2014,7.9,Sticker | Fnatic | Cologne 2014,8.85,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1460320055484771,461,0,250.45,,4,56.2,14.05,14.05,0.224396087043322,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1076249554753303,252,0,569.47,,4,219.32,54.83,200.57,0.3851300331887544,Sticker | Ruby Stream (Lenticular),6.25,Sticker | Titan (Foil) | Cluj-Napoca 2015,200.57,Sticker | Ruby Stream (Lenticular),6.25,Sticker | Ruby Stream (Lenticular),6.25,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1492764055728912,585,0,355.0,,4,528.71,132.1775,333.79,1.4893239436619718,Sticker | iBUYPOWER (Holo) | Cologne 2014,333.79,Sticker | HellRaisers (Holo) | Cologne 2014,69.75,Sticker | MTS GameGod Wolf (Holo) | Cologne 2014,55.42,Sticker | HellRaisers (Holo) | Cologne 2014,69.75,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1227969527244567,585,0,847.0,,4,1533.45,383.3625,1491.3,1.810448642266824,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Howling Dawn,1491.3,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1494118273258209,855,0,698.13,,4,13002.73,3250.6825,12960.58,18.625084153381174,Sticker | Battle Scarred (Holo),14.05,Sticker | HellRaisers (Holo) | Katowice 2014,12960.58,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1375205516815185,386,0,222.18,,4,3.03,0.7575,0.88,0.013637591142317,"Sticker | jL (Holo, Champion) | Copenhagen 2024",0.68,"Sticker | w0nderful (Holo, Champion) | Copenhagen 2024",0.71,"Sticker | b1t (Holo, Champion) | Copenhagen 2024",0.76,"Sticker | iM (Holo, Champion) | Copenhagen 2024",0.88,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1384657621383667,413,0,222.18,,4,1.03,0.2575,0.7,0.0046358808173552,Sticker | FaZe | 2020 RMR,0.11,Sticker | FaZe | 2020 RMR,0.11,Sticker | FaZe | 2020 RMR,0.11,Sticker | FaZe Clan (Glitter) | Copenhagen 2024,0.7,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1117813736200332,447,0,850.0,,4,1128.76,282.19,282.19,1.3279529411764706,Sticker | iBUYPOWER | DreamHack 2014,282.19,Sticker | iBUYPOWER | DreamHack 2014,282.19,Sticker | iBUYPOWER | DreamHack 2014,282.19,Sticker | iBUYPOWER | DreamHack 2014,282.19,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1099527180194854,286,0,857.93,,5,1685.36,337.072,419.93,1.9644493140466008,Sticker | Fnatic (Holo) | DreamHack 2014,419.93,Sticker | Fnatic (Holo) | DreamHack 2014,419.93,Sticker | Taste Buddy (Holo),5.64,Sticker | Fnatic (Holo) | DreamHack 2014,419.93,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1015276908874511,974,0,518.27,,4,94.24,23.56,23.56,0.1818357226928049,Sticker | Astralis (Holo) | MLG Columbus 2016,23.56,Sticker | Astralis (Holo) | MLG Columbus 2016,23.56,Sticker | Astralis (Holo) | MLG Columbus 2016,23.56,Sticker | Astralis (Holo) | MLG Columbus 2016,23.56,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1490235328674316,911,0,255.27,,4,21.91,5.4775,14.05,0.0858306890743134,Sticker | Battle Scarred,3.82,Sticker | OG (Holo) | 2020 RMR,0.22,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred (Holo),14.05,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1494371592998504,94,0,245.94,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1238051652908325,855,0,1100.0,,4,5051.13,1262.7825,5015.7,4.591936363636364,Sticker | Health (Gold),11.81,Sticker | Health (Gold),11.81,Sticker | Health (Gold),11.81,Sticker | iBUYPOWER | Katowice 2014,5015.7,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1252562999725341,765,0,375.0,,4,258.97,64.7425,98.8,0.6905866666666668,Sticker | ScreaM (Foil) | MLG Columbus 2016,98.8,Sticker | G2 Esports (Foil) | MLG Columbus 2016,53.39,Sticker | G2 Esports (Foil) | MLG Columbus 2016,53.39,Sticker | G2 Esports (Foil) | MLG Columbus 2016,53.39,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.13469198346138,225,0,274.08,,5,70.25,14.05,14.05,0.2563120256859311,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1255566924810409,29,0,30001.11,,4,330896.46,82724.115,141149.23,11.02947390946535,Sticker | Titan (Holo) | Katowice 2014,141149.23,Sticker | Vox Eminor (Holo) | Katowice 2014,24299.0,Sticker | Titan (Holo) | Katowice 2014,141149.23,Sticker | Vox Eminor (Holo) | Katowice 2014,24299.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.100902184844017,891,0,351.57,,1,122.16,122.16,122.16,0.3474699206416929,Sticker | ESL One Cologne 2014 (Red),122.16,,0.0,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1441317200660705,660,0,684.58,,5,1151.95,230.39,287.98,1.6827105670630167,Sticker | 3DMAX (Holo) | Katowice 2015,287.98,Sticker | ropz | Shanghai 2024,0.03,Sticker | 3DMAX (Holo) | Katowice 2015,287.98,Sticker | 3DMAX (Holo) | Katowice 2015,287.98,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1095781102776527,841,0,350.0,,5,14.7,2.94,3.63,0.0419999999999999,Sticker | ropz (Holo) | Paris 2023,3.63,Sticker | Astralis | Stockholm 2021,0.18,Sticker | ropz (Holo) | Paris 2023,3.63,Sticker | ropz (Holo) | Paris 2023,3.63,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1499631851911544,581,0,259.99,,4,159.56,39.89,39.89,0.6137159121504673,Sticker | Astralis (Holo) | Cologne 2016,39.89,Sticker | Astralis (Holo) | Cologne 2016,39.89,Sticker | Astralis (Holo) | Cologne 2016,39.89,Sticker | Astralis (Holo) | Cologne 2016,39.89,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1480702608823776,492,0,875.0,,4,1718.62,429.655,670.27,1.9641371428571428,Sticker | Fnatic (Holo) | DreamHack 2014,419.93,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Cloud9 (Holo) | DreamHack 2014,538.04,Sticker | Titan | Katowice 2015,90.38,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1491871774196624,330,0,632.87,,5,563.0,112.6,140.59,0.8895981797209538,Sticker | LGB eSports | Katowice 2015,140.59,Sticker | LGB eSports | Katowice 2015,140.59,Sticker | ropz (Glitter) | Shanghai 2024,0.64,Sticker | LGB eSports | Katowice 2015,140.59,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1498820483684539,504,0,223.5,,3,0.1,0.0333333333333333,0.04,0.0004474272930648,Sticker | donk (Champion) | Shanghai 2024,0.03,Sticker | donk (Champion) | Shanghai 2024,0.03,Sticker | Team Spirit | Copenhagen 2024,0.04,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1405594050884246,276,0,287.0,,4,15.4,3.85,3.85,0.0536585365853658,Sticker | Vitality (Holo) | Stockholm 2021,3.85,Sticker | Vitality (Holo) | Stockholm 2021,3.85,Sticker | Vitality (Holo) | Stockholm 2021,3.85,Sticker | Vitality (Holo) | Stockholm 2021,3.85,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1159073188900947,726,0,274.99,,5,24.06,4.811999999999999,6.0,0.087494090694207,Sticker | NiKo | Shanghai 2024,0.06,Sticker | Showdown (Foil),6.0,Sticker | Showdown (Foil),6.0,Sticker | Showdown (Foil),6.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1152074784040451,710,0,632.95,,5,1106.61,221.322,382.09,1.7483371514337622,Sticker | Xyp9x (Gold) | Boston 2018,298.71,Sticker | Magisk (Gold) | London 2018,257.21,Sticker | dupreeh (Gold) | Boston 2018,382.09,Sticker | Ex3rcice | Austin 2025,0.01,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1286352276802063,482,0,259.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1457908600568771,535,0,1388.0,,4,2681.08,670.27,670.27,1.931613832853026,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1494729369878769,771,0,269.0,,5,72.76,14.552,24.17,0.2704832713754647,Sticker | HellRaisers (Foil) | Katowice 2019,24.17,Sticker | ropz | Shanghai 2024,0.03,Sticker | HellRaisers (Foil) | Katowice 2019,24.17,Sticker | HellRaisers (Foil) | Katowice 2019,24.17,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1334505975246429,3,0,4200.0,,4,24911.81,6227.9525,12960.58,5.931383333333334,Sticker | iBUYPOWER | Katowice 2014,5015.7,Sticker | HellRaisers (Holo) | Katowice 2014,12960.58,Sticker | mousesports (Holo) | Katowice 2014,5023.03,Sticker | compLexity Gaming (Holo) | Katowice 2014,1912.5,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1062928885221481,541,0,1016.44,,4,1595.28,398.82,398.82,1.569477785211129,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1483541429042816,297,0,750.0,,2,7011.58,3505.79,6793.09,9.348773333333334,Sticker | Ninjas in Pyjamas (Holo) | Katowice 2014,6793.09,Sticker | Ninjas in Pyjamas (Holo) | DreamHack 2014,218.49,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.105621613562107,662,0,289.94,,3,1.02,0.34,0.34,0.0035179692350141,Sticker | Lucky (Foil) | Austin 2025,0.34,Sticker | Lucky (Foil) | Austin 2025,0.34,Sticker | Lucky (Foil) | Austin 2025,0.34,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1054685860872268,385,0,413.11,,4,248.8,62.2,62.2,0.6022608990341556,Sticker | FaZe Clan (Holo) | Boston 2018,62.2,Sticker | FaZe Clan (Holo) | Boston 2018,62.2,Sticker | FaZe Clan (Holo) | Boston 2018,62.2,Sticker | FaZe Clan (Holo) | Boston 2018,62.2,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1492962688207626,204,0,234.82,,5,30.42,6.0840000000000005,7.59,0.129546035261051,Sticker | Lambda (Holo),7.59,Sticker | NiKo | Shanghai 2024,0.06,Sticker | Lambda (Holo),7.59,Sticker | Lambda (Holo),7.59,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1147617176175117,660,0,970.13,,4,1550.97,387.7425,1251.88,1.5987238823662808,Sticker | Team LDLC.com (Holo) | Cologne 2014,189.68,Sticker | Fnatic (Holo) | Cologne 2014,39.66,Sticker | HellRaisers (Holo) | Cologne 2014,69.75,Sticker | Team Dignitas (Holo) | Cologne 2014,1251.88,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1196724027395248,798,0,1500.0,,4,1048.18,262.045,436.69,0.6987866666666667,Sticker | HellRaisers (Foil) | Katowice 2015,203.83,Sticker | HellRaisers (Foil) | Katowice 2015,203.83,Sticker | Crown (Foil),436.69,Sticker | HellRaisers (Foil) | Katowice 2015,203.83,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1283918619155883,257,0,289.0,,5,166.25,33.25,41.55,0.5752595155709342,Sticker | FaZe Clan (Holo) | MLG Columbus 2016,41.55,Sticker | FaZe Clan (Holo) | MLG Columbus 2016,41.55,Sticker | ropz | Austin 2025,0.05,Sticker | FaZe Clan (Holo) | MLG Columbus 2016,41.55,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1402540504932403,200,0,287.9,,5,15.31,3.0620000000000003,3.82,0.0531781868704411,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred,3.82,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1306663900613784,383,0,295.6,,4,363.75,90.9375,282.19,1.2305480378890392,Sticker | Flipsid3 Tactics (Holo) | Boston 2018,33.28,Sticker | Natus Vincere (Holo) | Cologne 2016,16.25,Sticker | Cloud9 G2A (Foil) | Cologne 2015,32.03,Sticker | iBUYPOWER | DreamHack 2014,282.19,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1482023894786834,183,0,360.0,,4,159.36,39.84,124.4,0.4426666666666667,Sticker | Cloud9 | Cologne 2014,15.71,Sticker | HellRaisers | Cologne 2014,10.89,Sticker | Virtus.Pro | Cologne 2014,8.36,Sticker | iBUYPOWER | Cologne 2014,124.4,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1496137231588363,234,0,248.5,,4,56.2,14.05,14.05,0.2261569416498994,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1267411559820175,858,0,307.98,,2,28.1,14.05,14.05,0.0912396908890187,Sticker | Battle Scarred (Holo),14.05,Sticker | Battle Scarred (Holo),14.05,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.106820710003376,245,0,520.1,,5,828.22,165.644,674.29,1.5924245337435108,Sticker | chrisJ (Gold) | Berlin 2019,10.67,Sticker | Hands Off (Foil),2.74,Sticker | mousesports | Katowice 2014,674.29,Sticker | ESL One Cologne 2014 (Red),122.16,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1307099610567093,294,0,403.28,,4,177.88,44.47,57.62,0.4410831184288832,Sticker | Cloud9 (Holo) | MLG Columbus 2016,57.62,Sticker | mousesports (Holo) | MLG Columbus 2016,52.71,Sticker | Natus Vincere (Holo) | MLG Columbus 2016,38.84,Sticker | Ninjas in Pyjamas (Holo) | MLG Columbus 2016,28.71,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1376020908355713,568,0,444.02,,4,331.32,82.83,82.83,0.7461826043871898,Sticker | Natus Vincere (Holo) | Cologne 2014,82.83,Sticker | Natus Vincere (Holo) | Cologne 2014,82.83,Sticker | Natus Vincere (Holo) | Cologne 2014,82.83,Sticker | Natus Vincere (Holo) | Cologne 2014,82.83,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1315239369869232,873,0,305.0,,4,263.92,65.98,65.98,0.8653114754098361,Sticker | ScreaM | Cologne 2016,65.98,Sticker | ScreaM | Cologne 2016,65.98,Sticker | ScreaM | Cologne 2016,65.98,Sticker | ScreaM | Cologne 2016,65.98,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1485974192619323,140,0,272.21,,4,560.67,140.1675,539.99,2.059696557804636,Sticker | HellRaisers | Katowice 2014,539.99,Sticker | Battle Scarred,3.82,Sticker | Battle Scarred,3.82,Sticker | HellRaisers | Atlanta 2017,13.04,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1499154865741729,551,0,285.88,,4,28.88,7.22,7.22,0.1010214075836015,Sticker | G2 Esports (Holo) | Antwerp 2022,7.22,Sticker | G2 Esports (Holo) | Antwerp 2022,7.22,Sticker | G2 Esports (Holo) | Antwerp 2022,7.22,Sticker | G2 Esports (Holo) | Antwerp 2022,7.22,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1130103692412376,590,0,455.38,,4,376.33,94.0825,333.79,0.826408713601827,Sticker | Gambit Gaming (Holo) | Cologne 2016,14.18,Sticker | Gambit Gaming (Holo) | Cologne 2016,14.18,Sticker | Gambit Gaming (Holo) | Cologne 2016,14.18,Sticker | iBUYPOWER (Holo) | Cologne 2014,333.79,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1042351499199867,636,0,799.0,,4,770.07,192.5175,333.79,0.9637922403003756,Sticker | iBUYPOWER (Holo) | Cologne 2014,333.79,Sticker | iBUYPOWER | DreamHack 2014,282.19,Sticker | LGB eSports | Katowice 2015,140.59,Sticker | ELEAGUE (Holo) | Atlanta 2017,13.5,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1415164470672607,672,0,269.0,,4,0.44,0.11,0.11,0.001635687732342,Sticker | FaZe | 2020 RMR,0.11,Sticker | FaZe | 2020 RMR,0.11,Sticker | FaZe | 2020 RMR,0.11,Sticker | FaZe | 2020 RMR,0.11,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1496684551239013,499,0,5700.0,,1,69696.96,69696.96,69696.96,12.227536842105264,Sticker | iBUYPOWER (Holo) | Katowice 2014,69696.96,,0.0,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1024780571460723,312,0,321.22,,1,3.82,3.82,3.82,0.0118921611356702,Sticker | Battle Scarred,3.82,,0.0,,0.0,,0.0,AK-47 | Redline (Minimal Wear)
AK-47,Redline,Minimal Wear,0.1473428457975387,553,0,310.0,,4,25.4,6.35,6.35,0.0819354838709677,Sticker | FaZe (Foil) | 2020 RMR,6.35,Sticker | FaZe (Foil) | 2020 RMR,6.35,Sticker | FaZe (Foil) | 2020 RMR,6.35,Sticker | FaZe (Foil) | 2020 RMR,6.35,AK-47 | Redline (Minimal Wear)
