weapon,skin,wear,float,pattern,stattrak,price,phase,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
Karambit,Case Hardened,Factory New,0.0125106321647763,777,0,3791.9,,0.02,0.82,99.15,32.48,16.61,50.91,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Factory New)
Karambit,Case Hardened,Battle-Scarred,0.550105278096569,560,0,666.28,,0.04,3.96,96.0,2.56,2.68,94.76,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8391811847686768,463,0,9000.0,,0.12,1.12,98.76,84.89,5.13,9.97,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8502471222042254,463,0,9279.47,,0.12,1.12,98.76,84.89,5.13,9.97,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8476494176054523,463,0,8642.52,,0.12,1.12,98.76,84.89,5.13,9.97,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8381820825288512,463,0,9093.07,,0.12,1.12,98.76,84.89,5.13,9.97,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8781041502952576,369,0,742.17,,33.43,4.66,61.91,27.29,11.95,60.76,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8679267918476357,369,0,708.22,,33.43,4.66,61.91,27.29,11.95,60.76,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8670477631302994,369,0,738.82,,33.43,4.66,61.91,27.29,11.95,60.76,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8746613630574416,369,0,718.17,,33.43,4.66,61.91,27.29,11.95,60.76,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5195395350456238,808,0,991.61,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5325161567529635,808,0,1033.82,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5075934678077324,808,0,1034.21,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.500253973412631,808,0,1033.75,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.480970025062561,212,0,867.81,,18.21,9.42,72.37,16.7,4.98,78.32,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.4990471766657973,212,0,825.47,,18.21,9.42,72.37,16.7,4.98,78.32,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.4914907969336309,212,0,908.61,,18.21,9.42,72.37,16.7,4.98,78.32,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.49720611381527213,212,0,908.66,,18.21,9.42,72.37,16.7,4.98,78.32,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7567787170410156,718,0,739.0,,2.5,2.16,95.34,4.2,3.26,92.54,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7587916572689212,718,0,707.83,,2.5,2.16,95.34,4.2,3.26,92.54,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7707702849532171,718,0,747.41,,2.5,2.16,95.34,4.2,3.26,92.54,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7613681868085472,718,0,732.89,,2.5,2.16,95.34,4.2,3.26,92.54,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8763225078582764,371,0,1100.0,,0.35,2.09,97.56,60.44,1.21,38.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8791961869191207,371,0,1061.89,,0.35,2.09,97.56,60.44,1.21,38.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8859133089209223,371,0,1053.25,,0.35,2.09,97.56,60.44,1.21,38.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.885513738540028,371,0,1138.39,,0.35,2.09,97.56,60.44,1.21,38.35,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6865687370300293,577,0,850.0,,30.83,16.56,52.61,21.05,1.39,77.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6854674841326088,577,0,850.84,,30.83,16.56,52.61,21.05,1.39,77.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6790573079469124,577,0,889.9,,30.83,16.56,52.61,21.05,1.39,77.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6958937160124111,577,0,838.86,,30.83,16.56,52.61,21.05,1.39,77.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9534702301025392,570,0,684.57,,66.27,1.25,32.49,35.02,10.32,54.66,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9404625255518594,570,0,665.37,,66.27,1.25,32.49,35.02,10.32,54.66,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9520271215469411,570,0,714.87,,66.27,1.25,32.49,35.02,10.32,54.66,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9628360839329759,570,0,665.08,,66.27,1.25,32.49,35.02,10.32,54.66,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.4746723771095276,273,0,2200.0,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.4890548224462835,273,0,2173.2,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.48874126441962834,273,0,2143.17,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.4794188015869803,273,0,2293.87,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.561231791973114,617,0,964.0,,2.64,1.68,95.68,27.81,14.2,57.99,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5515475523390257,617,0,982.6,,2.64,1.68,95.68,27.81,14.2,57.99,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5807242967713998,617,0,930.32,,2.64,1.68,95.68,27.81,14.2,57.99,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.544767883601141,617,0,980.79,,2.64,1.68,95.68,27.81,14.2,57.99,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5681853890419006,727,0,3227.58,,2.49,5.57,91.94,79.83,5.47,14.7,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5617748269518619,727,0,3089.2,,2.49,5.57,91.94,79.83,5.47,14.7,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5671976137572448,727,0,3309.49,,2.49,5.57,91.94,79.83,5.47,14.7,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5595902850585082,727,0,3174.34,,2.49,5.57,91.94,79.83,5.47,14.7,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5796946883201599,273,0,2640.5,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5935226643460388,273,0,2645.8,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5934039670724188,273,0,2626.34,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5978136947825641,273,0,2680.32,,29.62,10.75,59.63,79.18,4.95,15.87,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5444304943084717,445,0,1000.01,,72.77,2.46,24.77,2.04,0.13,97.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5290664489212417,445,0,1038.52,,72.77,2.46,24.77,2.04,0.13,97.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5440011019417036,445,0,964.17,,72.77,2.46,24.77,2.04,0.13,97.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5305380996621285,445,0,1018.76,,72.77,2.46,24.77,2.04,0.13,97.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8246755599975586,632,0,1480.0,,23.71,24.16,52.12,43.2,1.98,54.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8065704602667382,632,0,1448.42,,23.71,24.16,52.12,43.2,1.98,54.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8102670636163534,632,0,1471.28,,23.71,24.16,52.12,43.2,1.98,54.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.821249710877333,632,0,1483.24,,23.71,24.16,52.12,43.2,1.98,54.83,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8592500686645508,356,0,849.0,,62.68,8.21,29.1,15.04,6.97,77.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.850435521828652,356,0,809.27,,62.68,8.21,29.1,15.04,6.97,77.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8638255129259582,356,0,838.28,,62.68,8.21,29.1,15.04,6.97,77.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8653034686141526,356,0,815.78,,62.68,8.21,29.1,15.04,6.97,77.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.544819176197052,917,0,2192.05,,11.16,10.83,78.01,71.76,4.43,23.82,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.525370270408814,917,0,2136.87,,11.16,10.83,78.01,71.76,4.43,23.82,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5430810691168141,917,0,2168.83,,11.16,10.83,78.01,71.76,4.43,23.82,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5572312784079907,917,0,2165.27,,11.16,10.83,78.01,71.76,4.43,23.82,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5654678344726562,477,0,860.0,,0.67,9.85,89.48,0.01,0.85,99.14,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5666854816567795,477,0,868.04,,0.67,9.85,89.48,0.01,0.85,99.14,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5463410901384887,477,0,861.3,,0.67,9.85,89.48,0.01,0.85,99.14,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5592610848486098,477,0,853.23,,0.67,9.85,89.48,0.01,0.85,99.14,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5626702308654785,796,0,1700.0,,8.34,2.72,88.94,53.83,14.11,32.05,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5466817268052885,796,0,1748.08,,8.34,2.72,88.94,53.83,14.11,32.05,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5803664008978194,796,0,1618.79,,8.34,2.72,88.94,53.83,14.11,32.05,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5667251413779324,796,0,1744.85,,8.34,2.72,88.94,53.83,14.11,32.05,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.643916130065918,125,0,795.0,,4.27,8.41,87.33,33.28,7.73,58.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6353084336119136,125,0,817.86,,4.27,8.41,87.33,33.28,7.73,58.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.64921033209657,125,0,829.12,,4.27,8.41,87.33,33.28,7.73,58.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6631563225200688,125,0,758.62,,4.27,8.41,87.33,33.28,7.73,58.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7076780796051025,976,0,1030.0,,15.84,5.0,79.16,0.0,0.02,99.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7054755900461828,976,0,1034.84,,15.84,5.0,79.16,0.0,0.02,99.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6935478089334086,976,0,1013.14,,15.84,5.0,79.16,0.0,0.02,99.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.727183977515361,976,0,980.17,,15.84,5.0,79.16,0.0,0.02,99.98,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9947489500045776,818,0,1299.0,,9.27,6.92,83.82,10.83,13.15,76.01,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.992849267265553,818,0,1343.51,,9.27,6.92,83.82,10.83,13.15,76.01,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9877050005133492,818,0,1296.38,,9.27,6.92,83.82,10.83,13.15,76.01,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,1.0,818,0,1295.74,,9.27,6.92,83.82,10.83,13.15,76.01,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8319226503372192,844,0,4999.0,,23.68,10.14,66.18,64.3,7.98,27.72,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8171595028230793,844,0,4774.91,,23.68,10.14,66.18,64.3,7.98,27.72,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8497393132348172,844,0,4881.93,,23.68,10.14,66.18,64.3,7.98,27.72,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.8320852065998012,844,0,4794.39,,23.68,10.14,66.18,64.3,7.98,27.72,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7248703241348267,637,0,1800.0,,4.14,8.63,87.23,55.83,15.24,28.93,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7218165289568509,637,0,1877.42,,4.14,8.63,87.23,55.83,15.24,28.93,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7249668438800642,637,0,1884.8,,4.14,8.63,87.23,55.83,15.24,28.93,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.7152237496243227,637,0,1800.82,,4.14,8.63,87.23,55.83,15.24,28.93,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9815515279769896,808,0,1584.64,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9959327596493627,808,0,1576.44,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9727310229197972,808,0,1640.97,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.977147106731894,808,0,1589.51,,42.32,2.99,54.7,46.7,11.66,41.64,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.971863865852356,623,0,1035.0,,2.99,0.45,96.56,13.42,3.02,83.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9909249485089617,623,0,1002.55,,2.99,0.45,96.56,13.42,3.02,83.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9639198913211634,623,0,986.47,,2.99,0.45,96.56,13.42,3.02,83.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.9675373742487581,623,0,1003.97,,2.99,0.45,96.56,13.42,3.02,83.56,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5305318236351013,613,0,1249.99,,53.46,3.87,42.67,0.33,9.65,90.03,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.537733221051417,613,0,1210.16,,53.46,3.87,42.67,0.33,9.65,90.03,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5375243337313361,613,0,1220.42,,53.46,3.87,42.67,0.33,9.65,90.03,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.5247405369999493,613,0,1231.1,,53.46,3.87,42.67,0.33,9.65,90.03,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.677681028842926,310,0,1999.0,,17.73,12.9,69.38,66.49,7.31,26.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6863510988494704,310,0,1992.31,,17.73,12.9,69.38,66.49,7.31,26.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6721329847970333,310,0,2069.49,,17.73,12.9,69.38,66.49,7.31,26.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
Karambit,Case Hardened,Battle-Scarred,0.6805590538685742,310,0,1941.79,,17.73,12.9,69.38,66.49,7.31,26.2,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Case Hardened (Battle-Scarred)
